id,Name,Price,Rating,Reviews,Mileage,Location,Price_change,Deals,Model
976,2021 Nissan Armada SV,26977,4.7,486,65208,"Surprise, AZ",500,Good Deal,Nissan Certified
977,2023 BMW X6 xDrive40i,63426,4.2,881,19168,"Nashua, NH",769,Great Deal,BMW Certified
978,2020 Porsche 911 Carrera,108900,4.5,363,12205,"Chandler, AZ",400,Great Deal,Porsche Certified
979,2021 Volvo XC90 Recharge Plug-In Hybrid T8 Inscription 6 Passenger,51977,4.1,77,27873,"Madison, WI",1995,Good Deal,Volvo Certified
980,2023 Porsche Macan T,62900,4.5,363,6639,"Chandler, AZ",600,Good Deal,Porsche Certified
981,2021 Mercedes-Benz AMG GT 43 Base,69428,4.7,1538,36896,"North Olmsted, OH",2995,Fair Deal,Mercedes-Benz Certified
982,2019 Toyota Tacoma TRD Off Road,32694,4.8,2641,25898,"Westbury, NY",0,Good Deal,Toyota Certified
983,2020 Volvo V60 T5 Momentum,29990,4.9,625,28961,"Miami, FL",0,Good Deal,Volvo Certified
984,2023 Cadillac CT5-V V-Series,55086,4.5,273,1315,"Henderson, NV",2213,Great Deal,Cadillac Certified
985,2021 Hyundai Palisade Limited,33567,4.3,527,48286,"Gastonia, NC",1333,Great Deal,Hyundai Certified
986,2021 Volkswagen Atlas 2.0T SE,24360,4.9,504,55018,"North Haven, CT",593,Great Deal,Volkswagen Certified
987,2020 Acura ILX Premium & A-SPEC Packages,25491,4.8,239,21362,"Chamblee, GA",500,Good Deal,Acura Certified
988,2023 Volvo XC90 Recharge Plug-In Hybrid T8 Core Bright Theme,52895,4.8,802,28260,"Chamblee, GA",1000,Fair Deal,Volvo Certified
989,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
990,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
991,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
992,2020 Cadillac XT6 Premium Luxury AWD,37896,4.9,221,27491,"Hodgkins, IL",241,Good Deal,Cadillac Certified
993,2023 Audi A5 Sportback 45 S Line Premium Plus,45795,4.7,915,3229,"Natick, MA",400,Great Deal,Audi Certified
994,2021 Toyota 4Runner Nightshade,40989,4.7,6499,44196,"Milwaukee, WI",390,Good Deal,Toyota Certified
995,2020 Mercedes-Benz S-Class S 450 4MATIC,56981,4.5,5457,29005,"Englewood, NJ",224,Good Deal,Mercedes-Benz Certified
996,2021 BMW M5 Base,78411,4.8,1418,31093,"Westlake Village, CA",1500,Good Deal,BMW Certified
997,2018 Porsche 718 Cayman Base,59227,4.8,268,13358,"Indianapolis, IN",0,Good Deal,Porsche Certified
998,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
999,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
1000,2020 GMC Yukon XL SLT,45791,4.5,230,49154,"Everett, WA",0,Fair Deal,GMC Certified
1001,2023 Kia Sportage SX,31995,4.8,428,5333,"Carrollton, TX",0,Good Deal,Kia Certified
1002,2019 Porsche 911 Turbo S,210998,4.8,268,8440,"Indianapolis, IN",978,CPO Warrantied,Porsche Certified
1003,2022 BMW M235 Gran Coupe i xDrive,45989,4.7,602,13279,"Boulder, CO",380,Fair Deal,BMW Certified
1004,2023 BMW M440 Gran Coupe M440i Gran Coupe,61829,3.4,2731,3411,"Miami, FL",919,Fair Deal,BMW Certified
1005,2024 Porsche Cayenne S,115996,4.9,119,817,"North Bethesda, MD",1001,Great Deal,Porsche Certified
1006,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
1007,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
1008,2023 Acura MDX Advance,54991,4.8,239,8466,"Chamblee, GA",1900,Good Deal,Acura Certified
1009,2022 Bentley Flying Spur V8,219000,2.6,174,4847,"Palmyra, NJ",0,Good Deal,Bentley Certified
1010,2021 Genesis G70 2.0T,30977,0,2,931,"Fairfield, CT",3000,Good Deal,Genesis Certified
1011,2023 BMW X5 M50i,81800,0,15,5729,"Shelby Township, MI",3200,Good Deal,BMW Certified
1012,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
1013,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
1014,2022 BMW X5 xDrive40i,57885,5.0,4761,21518,"Flemington, NJ",0,Good Deal,BMW Certified
1015,2022 Porsche 911 Turbo,246450,4.9,652,8471,"Woodland Hills, CA",0,Great Deal,Porsche Certified
1016,2023 Volkswagen Atlas 3.6L SE w/Technology,34900,4.6,1092,6743,"Alexandria, VA",500,Fair Deal,Volkswagen Certified
1017,2023 Jeep Grand Cherokee L Limited,43687,4.8,1957,6643,"Cumming, GA",308,Great Deal,Jeep Certified
1018,2020 BMW X7 xDrive50i,57987,4.7,1430,33726,"Norwood, MA",1500,Great Deal,BMW Certified
1019,2022 Kia K5 LXS,24645,4.6,1309,2288,"Wauwatosa, WI",157,Good Deal,Kia Certified
1020,2023 Volkswagen Golf GTI 2.0T Autobahn,33995,4.9,2167,10091,"Neptune, NJ",505,Good Deal,Volkswagen Certified
1021,2019 Porsche 911 Turbo S,210998,4.8,268,8440,"Indianapolis, IN",978,CPO Warrantied,Porsche Certified
1022,2022 BMW M235 Gran Coupe i xDrive,45989,4.7,602,13279,"Boulder, CO",380,Fair Deal,BMW Certified
1023,2023 BMW M440 Gran Coupe M440i Gran Coupe,61829,3.4,2731,3411,"Miami, FL",919,Fair Deal,BMW Certified
1024,2024 Porsche Cayenne S,115996,4.9,119,817,"North Bethesda, MD",1001,Great Deal,Porsche Certified
1025,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
1026,2019 Toyota RAV4 Hybrid XSE,28389,3.9,451,76930,"Chicago, IL",557,Good Deal,Toyota Certified
1027,2018 Toyota Highlander Hybrid LE,32877,4.9,1770,52630,"Matteson, IL",1118,Fair Deal,Toyota Certified
1028,2023 Acura MDX A-Spec,50500,4.7,1842,7902,"Palatine, IL",193,Great Deal,Acura Certified
1029,2023 Acura MDX Advance,54991,4.8,239,8466,"Chamblee, GA",1900,Good Deal,Acura Certified
1030,2021 Jeep Wrangler Unlimited Sahara Altitude,42500,4.6,4510,30129,"Nanuet, NY",200,Fair Deal,Jeep Certified
1031,2022 Bentley Flying Spur V8,219000,2.6,174,4847,"Palmyra, NJ",0,Good Deal,Bentley Certified
1032,2021 Genesis G70 2.0T,30977,0,2,931,"Fairfield, CT",3000,Good Deal,Genesis Certified
1033,2023 BMW X5 M50i,81800,0,15,5729,"Shelby Township, MI",3200,Good Deal,BMW Certified
1034,2021 Cadillac CT5 V-Series,42997,4.6,445,46714,"Chandler, AZ",2000,Fair Deal,Cadillac Certified
1035,2019 Chevrolet Corvette Stingray,51744,4.7,1731,15561,"Waukesha, WI",251,Good Deal,Chevrolet Certified
1036,2022 Porsche Macan Base,51881,4.9,3305,9556,"Riverside, CA",2000,Great Deal,Porsche Certified
1037,2022 Toyota 4Runner SR5,34698,4.6,4388,45158,"Centennial, CO",0,Great Deal,Toyota Certified
1038,2023 Volvo XC90 Recharge Plug-In Hybrid T8 Core Bright Theme,52895,4.8,802,28260,"Chamblee, GA",1000,Fair Deal,Volvo Certified
1039,2023 Kia Telluride SX-Prestige X-Line,50495,4.6,559,2680,"Orland Hills, IL",304,Good Deal,Kia Certified
1040,2021 Nissan Armada SV,26977,4.7,486,65208,"Surprise, AZ",500,Good Deal,Nissan Certified
1041,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
1042,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
1043,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
1044,2022 BMW X5 xDrive40i,57885,5.0,4761,21518,"Flemington, NJ",0,Good Deal,BMW Certified
1045,2022 Porsche 911 Turbo,246450,4.9,652,8471,"Woodland Hills, CA",0,Great Deal,Porsche Certified
1046,2023 Volkswagen Atlas 3.6L SE w/Technology,34900,4.6,1092,6743,"Alexandria, VA",500,Fair Deal,Volkswagen Certified
1047,2023 BMW X6 xDrive40i,63426,4.2,881,19168,"Nashua, NH",769,Great Deal,BMW Certified
1048,2021 BMW M5 Base,78411,4.8,1418,31093,"Westlake Village, CA",1500,Good Deal,BMW Certified
1049,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
1050,2023 Acura MDX Advance,54991,4.8,239,8466,"Chamblee, GA",1900,Good Deal,Acura Certified
1051,2020 Cadillac XT6 Premium Luxury AWD,37896,4.9,221,27491,"Hodgkins, IL",241,Good Deal,Cadillac Certified
1052,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
1053,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
1054,2020 BMW X7 xDrive50i,57987,4.7,1430,33726,"Norwood, MA",1500,Great Deal,BMW Certified
1055,2023 Jeep Grand Cherokee L Limited,43687,4.8,1957,6643,"Cumming, GA",308,Great Deal,Jeep Certified
1056,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
1057,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
1058,2019 Nissan Titan SV,32899,4.9,805,8765,"Beavercreek, OH",977,Good Deal,Nissan Certified
1059,2023 Volkswagen Atlas 3.6L SE w/Technology,34900,4.6,1092,6743,"Alexandria, VA",500,Fair Deal,Volkswagen Certified
1060,2021 Jeep Grand Cherokee L Limited,38799,4.7,2584,12858,"Lumberton, NJ",1196,Great Deal,Jeep Certified
1061,2023 Acura MDX A-Spec,50500,4.7,1842,7902,"Palatine, IL",193,Great Deal,Acura Certified
1062,2018 Toyota Highlander Hybrid LE,32877,4.9,1770,52630,"Matteson, IL",1118,Fair Deal,Toyota Certified
1063,2019 Toyota RAV4 Hybrid XSE,28389,3.9,451,76930,"Chicago, IL",557,Good Deal,Toyota Certified
1064,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
1065,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
1066,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
1067,2020 Toyota Tacoma SR,31647,4.7,1145,28271,"Milford, MA",331,Good Deal,Toyota Certified
1068,2014 Porsche Cayman Base,45500,4.9,841,15209,"Westmont, IL",1500,Great Deal,Porsche Certified
1069,2023 Volkswagen Golf GTI 2.0T Autobahn,33995,4.9,2167,10091,"Neptune, NJ",505,Good Deal,Volkswagen Certified
1070,2021 Toyota Tundra SR5,32225,3.4,268,67400,"Thousand Oaks, CA",1040,Great Deal,Toyota Certified
1071,2023 Acura MDX Advance,54991,4.8,239,8466,"Chamblee, GA",1900,Good Deal,Acura Certified
1072,2020 Toyota Tacoma SR,31647,4.7,1145,28271,"Milford, MA",331,Good Deal,Toyota Certified
1073,2019 Toyota RAV4 Hybrid XSE,28389,3.9,451,76930,"Chicago, IL",557,Good Deal,Toyota Certified
1074,2021 Nissan Armada SV,26977,4.7,486,65208,"Surprise, AZ",500,Good Deal,Nissan Certified
1075,2023 BMW X6 xDrive40i,63426,4.2,881,19168,"Nashua, NH",769,Great Deal,BMW Certified
1076,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
1077,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
1078,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
1079,2022 BMW X5 xDrive40i,57885,5.0,4761,21518,"Flemington, NJ",0,Good Deal,BMW Certified
1080,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
1081,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
1082,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
1083,2019 Nissan Titan SV,32899,4.9,805,8765,"Beavercreek, OH",977,Good Deal,Nissan Certified
1084,2021 Volkswagen Atlas 2.0T SE,24360,4.9,504,55018,"North Haven, CT",593,Great Deal,Volkswagen Certified
1085,2020 Toyota Tacoma SR5,29285,2.9,536,73454,"Cincinnati, OH",200,Good Deal,Toyota Certified
1086,2023 Porsche Macan T,62900,4.5,363,6639,"Chandler, AZ",600,Good Deal,Porsche Certified
1087,2020 Porsche 911 Carrera,108900,4.5,363,12205,"Chandler, AZ",400,Great Deal,Porsche Certified
1088,2021 Volvo XC90 Recharge Plug-In Hybrid T8 Inscription 6 Passenger,51977,4.1,77,27873,"Madison, WI",1995,Good Deal,Volvo Certified
1089,2020 Volvo V60 T5 Momentum,29990,4.9,625,28961,"Miami, FL",0,Good Deal,Volvo Certified
1090,2019 Porsche 911 Turbo S,210998,4.8,268,8440,"Indianapolis, IN",978,CPO Warrantied,Porsche Certified
1091,2020 Mercedes-Benz S-Class S 450 4MATIC,56981,4.5,5457,29005,"Englewood, NJ",224,Good Deal,Mercedes-Benz Certified
1092,2020 Acura ILX Premium & A-SPEC Packages,25491,4.8,239,21362,"Chamblee, GA",500,Good Deal,Acura Certified
1093,2020 Toyota Tacoma SR,31647,4.7,1145,28271,"Milford, MA",331,Good Deal,Toyota Certified
1094,2019 Toyota RAV4 Hybrid XSE,28389,3.9,451,76930,"Chicago, IL",557,Good Deal,Toyota Certified
1095,2021 Nissan Armada SV,26977,4.7,486,65208,"Surprise, AZ",500,Good Deal,Nissan Certified
1096,2023 BMW X6 xDrive40i,63426,4.2,881,19168,"Nashua, NH",769,Great Deal,BMW Certified
1097,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
1098,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
1099,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
1100,2022 BMW X5 xDrive40i,57885,5.0,4761,21518,"Flemington, NJ",0,Good Deal,BMW Certified
1101,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
1102,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
1103,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
1104,2019 Nissan Titan SV,32899,4.9,805,8765,"Beavercreek, OH",977,Good Deal,Nissan Certified
1105,2021 Volkswagen Atlas 2.0T SE,24360,4.9,504,55018,"North Haven, CT",593,Great Deal,Volkswagen Certified
1106,2020 Toyota Tacoma SR5,29285,2.9,536,73454,"Cincinnati, OH",200,Good Deal,Toyota Certified
1107,2023 Porsche Macan T,62900,4.5,363,6639,"Chandler, AZ",600,Good Deal,Porsche Certified
1108,2020 Porsche 911 Carrera,108900,4.5,363,12205,"Chandler, AZ",400,Great Deal,Porsche Certified
1109,2021 Volvo XC90 Recharge Plug-In Hybrid T8 Inscription 6 Passenger,51977,4.1,77,27873,"Madison, WI",1995,Good Deal,Volvo Certified
1110,2020 Volvo V60 T5 Momentum,29990,4.9,625,28961,"Miami, FL",0,Good Deal,Volvo Certified
1111,2019 Porsche 911 Turbo S,210998,4.8,268,8440,"Indianapolis, IN",978,CPO Warrantied,Porsche Certified
1112,2020 Mercedes-Benz S-Class S 450 4MATIC,56981,4.5,5457,29005,"Englewood, NJ",224,Good Deal,Mercedes-Benz Certified
1113,2020 Acura ILX Premium & A-SPEC Packages,25491,4.8,239,21362,"Chamblee, GA",500,Good Deal,Acura Certified
1114,2020 Mercedes-Benz S-Class S 450 4MATIC,56981,4.5,5457,29005,"Englewood, NJ",224,Good Deal,Mercedes-Benz Certified
1115,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
1116,2020 BMW X7 xDrive50i,57987,4.7,1430,33726,"Norwood, MA",1500,Great Deal,BMW Certified
1117,2021 Toyota 4Runner Nightshade,40989,4.7,6499,44196,"Milwaukee, WI",390,Good Deal,Toyota Certified
1118,2021 BMW M5 Base,78411,4.8,1418,31093,"Westlake Village, CA",1500,Good Deal,BMW Certified
1119,2018 Porsche 718 Cayman Base,59227,4.8,268,13358,"Indianapolis, IN",0,Good Deal,Porsche Certified
1120,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
1121,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
1122,2020 GMC Yukon XL SLT,45791,4.5,230,49154,"Everett, WA",0,Fair Deal,GMC Certified
1123,2021 Jeep Wrangler Unlimited Sahara Altitude,42500,4.6,4510,30129,"Nanuet, NY",200,Fair Deal,Jeep Certified
1124,2022 Toyota 4Runner SR5,34698,4.6,4388,45158,"Centennial, CO",0,Great Deal,Toyota Certified
1125,2023 Kia Telluride SX-Prestige X-Line,50495,4.6,559,2680,"Orland Hills, IL",304,Good Deal,Kia Certified
1126,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
1127,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
1128,2022 Porsche 911 Turbo,246450,4.9,652,8471,"Woodland Hills, CA",0,Great Deal,Porsche Certified
1129,2023 Volkswagen Atlas 3.6L SE w/Technology,34900,4.6,1092,6743,"Alexandria, VA",500,Fair Deal,Volkswagen Certified
1130,2021 Jeep Grand Cherokee L Limited,38799,4.7,2584,12858,"Lumberton, NJ",1196,Great Deal,Jeep Certified
1131,2023 Acura MDX A-Spec,50500,4.7,1842,7902,"Palatine, IL",193,Great Deal,Acura Certified
1132,2022 Bentley Flying Spur V8,219000,2.6,174,4847,"Palmyra, NJ",0,Good Deal,Bentley Certified
1133,2021 Genesis G70 2.0T,30977,0,2,931,"Fairfield, CT",3000,Good Deal,Genesis Certified
1134,2023 Acura MDX Advance,54991,4.8,239,8466,"Chamblee, GA",1900,Good Deal,Acura Certified
1135,2020 Cadillac XT6 Premium Luxury AWD,37896,4.9,221,27491,"Hodgkins, IL",241,Good Deal,Cadillac Certified
1136,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
1137,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
1138,2020 BMW X7 xDrive50i,57987,4.7,1430,33726,"Norwood, MA",1500,Great Deal,BMW Certified
1139,2023 Jeep Grand Cherokee L Limited,43687,4.8,1957,6643,"Cumming, GA",308,Great Deal,Jeep Certified
1140,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
1141,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
1142,2019 Nissan Titan SV,32899,4.9,805,8765,"Beavercreek, OH",977,Good Deal,Nissan Certified
1143,2023 Volkswagen Atlas 3.6L SE w/Technology,34900,4.6,1092,6743,"Alexandria, VA",500,Fair Deal,Volkswagen Certified
1144,2021 Jeep Grand Cherokee L Limited,38799,4.7,2584,12858,"Lumberton, NJ",1196,Great Deal,Jeep Certified
1145,2023 Acura MDX A-Spec,50500,4.7,1842,7902,"Palatine, IL",193,Great Deal,Acura Certified
1146,2018 Toyota Highlander Hybrid LE,32877,4.9,1770,52630,"Matteson, IL",1118,Fair Deal,Toyota Certified
1147,2019 Toyota RAV4 Hybrid XSE,28389,3.9,451,76930,"Chicago, IL",557,Good Deal,Toyota Certified
1148,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
1149,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
1150,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
1151,2020 Toyota Tacoma SR,31647,4.7,1145,28271,"Milford, MA",331,Good Deal,Toyota Certified
1152,2014 Porsche Cayman Base,45500,4.9,841,15209,"Westmont, IL",1500,Great Deal,Porsche Certified
1153,2023 Volkswagen Golf GTI 2.0T Autobahn,33995,4.9,2167,10091,"Neptune, NJ",505,Good Deal,Volkswagen Certified
1154,2021 Toyota Tundra SR5,32225,3.4,268,67400,"Thousand Oaks, CA",1040,Great Deal,Toyota Certified
1155,2023 Acura MDX Advance,54991,4.8,239,8466,"Chamblee, GA",1900,Good Deal,Acura Certified
1156,2020 Cadillac XT6 Premium Luxury AWD,37896,4.9,221,27491,"Hodgkins, IL",241,Good Deal,Cadillac Certified
1157,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
1158,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
1159,2020 BMW X7 xDrive50i,57987,4.7,1430,33726,"Norwood, MA",1500,Great Deal,BMW Certified
1160,2023 Jeep Grand Cherokee L Limited,43687,4.8,1957,6643,"Cumming, GA",308,Great Deal,Jeep Certified
1161,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
1162,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
1163,2019 Nissan Titan SV,32899,4.9,805,8765,"Beavercreek, OH",977,Good Deal,Nissan Certified
1164,2023 Volkswagen Atlas 3.6L SE w/Technology,34900,4.6,1092,6743,"Alexandria, VA",500,Fair Deal,Volkswagen Certified
1165,2021 Jeep Grand Cherokee L Limited,38799,4.7,2584,12858,"Lumberton, NJ",1196,Great Deal,Jeep Certified
1166,2023 Acura MDX A-Spec,50500,4.7,1842,7902,"Palatine, IL",193,Great Deal,Acura Certified
1167,2018 Toyota Highlander Hybrid LE,32877,4.9,1770,52630,"Matteson, IL",1118,Fair Deal,Toyota Certified
1168,2019 Toyota RAV4 Hybrid XSE,28389,3.9,451,76930,"Chicago, IL",557,Good Deal,Toyota Certified
1169,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
1170,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
1171,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
1172,2020 Toyota Tacoma SR,31647,4.7,1145,28271,"Milford, MA",331,Good Deal,Toyota Certified
1173,2014 Porsche Cayman Base,45500,4.9,841,15209,"Westmont, IL",1500,Great Deal,Porsche Certified
1174,2023 Volkswagen Golf GTI 2.0T Autobahn,33995,4.9,2167,10091,"Neptune, NJ",505,Good Deal,Volkswagen Certified
1175,2021 Toyota Tundra SR5,32225,3.4,268,67400,"Thousand Oaks, CA",1040,Great Deal,Toyota Certified
1176,2020 Acura ILX Premium & A-SPEC Packages,25491,4.8,239,21362,"Chamblee, GA",500,Good Deal,Acura Certified
1177,2022 Bentley Flying Spur V8,219000,2.6,174,4847,"Palmyra, NJ",0,Good Deal,Bentley Certified
1178,2021 Genesis G70 2.0T,30977,0,2,931,"Fairfield, CT",3000,Good Deal,Genesis Certified
1179,2023 BMW X5 M50i,81800,0,15,5729,"Shelby Township, MI",3200,Good Deal,BMW Certified
1180,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
1181,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
1182,2022 BMW X5 xDrive40i,57885,5.0,4761,21518,"Flemington, NJ",0,Good Deal,BMW Certified
1183,2022 Porsche 911 Turbo,246450,4.9,652,8471,"Woodland Hills, CA",0,Great Deal,Porsche Certified
1184,2023 Volkswagen Atlas 3.6L SE w/Technology,34900,4.6,1092,6743,"Alexandria, VA",500,Fair Deal,Volkswagen Certified
